0.011316591,0.000
0.011826043,0.041
0.0124939,0.074
0.014428401,0.149
0.025748555,0.167
0.032920318,0.278
0.033110323,0.312
0.033972938,0.360
0.037578619,0.414
0.03866354,0.467
0.042887084,0.521
0.043949327,0.612
0.126267192,0.628
0.1292629,0.681
0.139270896,0.751
